TestID,Category,Module / Page,Test Case,Method,Environment,Status,Observed Result (evidence),Executed At
MOB-STATIC-00119,Functional,Profile,async calls have error handling,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,try/catch present around async calls in screens/main/ProfileScreen.tsx,2026-07-29T06:26:49.899Z
MOB-STATIC-00120,Accessibility,Profile,interactive elements have accessibility hooks,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,2 accessibilityLabel/testID attribute(s) found across 5 touchable element(s) in screens/main/ProfileScreen.tsx,2026-07-29T06:26:49.900Z
MOB-STATIC-00121,Functional,Profile,no leftover debug markers,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No console.log/TODO/FIXME markers found,2026-07-29T06:26:49.900Z
MOB-STATIC-00122,Code Quality,Profile,uses stylesheet create,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found StyleSheet.create( in screens/main/ProfileScreen.tsx,2026-07-29T06:26:49.900Z
MOB-STATIC-00123,UI/UX,Profile,shows loading state during fetch,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Fail,Missing ActivityIndicator/SkeletonLoader in screens/main/ProfileScreen.tsx,2026-07-29T06:26:49.900Z
MOB-STATIC-00124,UI/UX,Profile,handles empty state when no data,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Fail,No empty-state handling pattern in screens/main/ProfileScreen.tsx,2026-07-29T06:26:49.900Z
MOB-STATIC-00125,Functional,Profile,flatlist or sectionlist has key extractor,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No FlatList/SectionList on this screen,2026-07-29T06:26:49.900Z
MOB-STATIC-00126,Code Quality,Profile,typed props or navigation defined,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Fail,Missing typed Props/navigation generic in screens/main/ProfileScreen.tsx,2026-07-29T06:26:49.901Z
MOB-STATIC-00127,Code Quality,Profile,no untyped any usage,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No untyped `: any` usage,2026-07-29T06:26:49.901Z
MOB-STATIC-00128,Mobile-Specific,Profile,screen has testid coverage,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found testID attribute(s) in screens/main/ProfileScreen.tsx,2026-07-29T06:26:49.901Z
MOB-STATIC-00129,Functional,Profile,imports service layer not raw fetch,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,"services/hooks/context import=True, raw fetch()=not used in screens/main/ProfileScreen.tsx",2026-07-29T06:26:49.901Z
MOB-STATIC-00130,Mobile-Specific,Profile,no hardcoded backend url in screen,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No literal http(s):// URL in screen source,2026-07-29T06:26:49.901Z
MOB-STATIC-00131,UI/UX,Profile,uses theme hook for colors,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found useTheme() call in screens/main/ProfileScreen.tsx,2026-07-29T06:26:49.901Z
MOB-STATIC-00132,UI/UX,Profile,touchables have active opacity or pressable,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,activeOpacity=/Pressable present in screens/main/ProfileScreen.tsx,2026-07-29T06:26:49.901Z
MOB-STATIC-00133,Accessibility,Profile,accessibility role declared on touchables,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found accessibilityRole= among 5 touchable(s) in screens/main/ProfileScreen.tsx,2026-07-29T06:26:49.901Z
MOB-STATIC-00134,Compatibility,Profile,safe area inset applied to layout,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found insets.top/insets.bottom usage in a style/layout in screens/main/ProfileScreen.tsx,2026-07-29T06:26:49.901Z
MOB-STATIC-00135,UI/UX,Profile,email input has correct keyboard type,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No email-labeled input on this screen,2026-07-29T06:26:49.901Z
MOB-STATIC-00136,Security,Profile,password inputs use secure text entry,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No password-labeled input on this screen,2026-07-29T06:26:49.901Z
MOB-STATIC-00137,Mobile-Specific,Profile,animated values use native driver,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No Animated.timing/Animated.Value on this screen,2026-07-29T06:26:49.901Z
MOB-STATIC-00138,Code Quality,Profile,component has default export,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found export default in screens/main/ProfileScreen.tsx,2026-07-29T06:26:49.901Z
MOB-STATIC-00139,Functional,Profile,screen registered in a navigator,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found import/reference of ProfileScreen in navigation/*Navigator.tsx,2026-07-29T06:26:49.901Z
MOB-STATIC-00140,Code Quality,Profile,uses react fc typed component,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found `: React.FC` typed component declaration in screens/main/ProfileScreen.tsx,2026-07-29T06:26:49.901Z
MOB-STATIC-00141,Functional,Profile,list items have stable keys in map,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,key={...} present alongside .map( in screens/main/ProfileScreen.tsx,2026-07-29T06:26:49.901Z
MOB-STATIC-00142,UI/UX,Profile,scrollview has content container style,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,contentContainerStyle present in screens/main/ProfileScreen.tsx,2026-07-29T06:26:49.901Z
MOB-STATIC-00143,UI/UX,Profile,uses vector icons library,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found @expo/vector-icons import in screens/main/ProfileScreen.tsx,2026-07-29T06:26:49.901Z
MOB-STATIC-00144,Code Quality,Profile,screen file line count reasonable,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,screens/main/ProfileScreen.tsx is 335 lines (within the 700-line maintainability guideline),2026-07-29T06:26:49.901Z
MOB-STATIC-00145,UI/UX,Profile,user facing error alert on catch,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Alert.alert( present alongside catch in screens/main/ProfileScreen.tsx,2026-07-29T06:26:49.901Z
MOB-STATIC-00146,Compatibility,Recommendations,safe area insets used,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found useSafeAreaInsets() in screens/main/RecommendationsScreen.tsx,2026-07-29T06:26:49.904Z
MOB-STATIC-00147,UI/UX,Recommendations,keyboard avoiding view present,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No TextInput on this screen — nothing to avoid,2026-07-29T06:26:49.904Z
MOB-STATIC-00148,Functional,Recommendations,async calls have error handling,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,try/catch present around async calls in screens/main/RecommendationsScreen.tsx,2026-07-29T06:26:49.904Z
MOB-STATIC-00149,Accessibility,Recommendations,interactive elements have accessibility hooks,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,3 accessibilityLabel/testID attribute(s) found across 7 touchable element(s) in screens/main/RecommendationsScreen.tsx,2026-07-29T06:26:49.904Z
MOB-STATIC-00150,Functional,Recommendations,no leftover debug markers,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No console.log/TODO/FIXME markers found,2026-07-29T06:26:49.904Z
MOB-STATIC-00151,Code Quality,Recommendations,uses stylesheet create,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found StyleSheet.create( in screens/main/RecommendationsScreen.tsx,2026-07-29T06:26:49.904Z
MOB-STATIC-00152,UI/UX,Recommendations,shows loading state during fetch,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found ActivityIndicator/SkeletonLoader in screens/main/RecommendationsScreen.tsx,2026-07-29T06:26:49.904Z
MOB-STATIC-00153,UI/UX,Recommendations,handles empty state when no data,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found empty-state handling pattern in screens/main/RecommendationsScreen.tsx,2026-07-29T06:26:49.904Z
MOB-STATIC-00154,Functional,Recommendations,flatlist or sectionlist has key extractor,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,keyExtractor present in screens/main/RecommendationsScreen.tsx,2026-07-29T06:26:49.904Z
MOB-STATIC-00155,Code Quality,Recommendations,typed props or navigation defined,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Fail,Missing typed Props/navigation generic in screens/main/RecommendationsScreen.tsx,2026-07-29T06:26:49.904Z
MOB-STATIC-00156,Code Quality,Recommendations,no untyped any usage,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No untyped `: any` usage,2026-07-29T06:26:49.904Z
MOB-STATIC-00157,Mobile-Specific,Recommendations,screen has testid coverage,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Fail,No testID attribute(s) in screens/main/RecommendationsScreen.tsx,2026-07-29T06:26:49.904Z
MOB-STATIC-00158,Functional,Recommendations,imports service layer not raw fetch,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,"services/hooks/context import=True, raw fetch()=not used in screens/main/RecommendationsScreen.tsx",2026-07-29T06:26:49.904Z
MOB-STATIC-00159,Mobile-Specific,Recommendations,no hardcoded backend url in screen,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No literal http(s):// URL in screen source,2026-07-29T06:26:49.904Z
MOB-STATIC-00160,UI/UX,Recommendations,uses theme hook for colors,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found useTheme() call in screens/main/RecommendationsScreen.tsx,2026-07-29T06:26:49.904Z
MOB-STATIC-00161,UI/UX,Recommendations,touchables have active opacity or pressable,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,activeOpacity=/Pressable present in screens/main/RecommendationsScreen.tsx,2026-07-29T06:26:49.904Z
MOB-STATIC-00162,Accessibility,Recommendations,accessibility role declared on touchables,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found accessibilityRole= among 7 touchable(s) in screens/main/RecommendationsScreen.tsx,2026-07-29T06:26:49.904Z
MOB-STATIC-00163,Compatibility,Recommendations,safe area inset applied to layout,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found insets.top/insets.bottom usage in a style/layout in screens/main/RecommendationsScreen.tsx,2026-07-29T06:26:49.904Z
MOB-STATIC-00164,UI/UX,Recommendations,email input has correct keyboard type,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No email-labeled input on this screen,2026-07-29T06:26:49.904Z
MOB-STATIC-00165,Security,Recommendations,password inputs use secure text entry,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No password-labeled input on this screen,2026-07-29T06:26:49.904Z
MOB-STATIC-00166,Mobile-Specific,Recommendations,animated values use native driver,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No Animated.timing/Animated.Value on this screen,2026-07-29T06:26:49.904Z
MOB-STATIC-00167,Code Quality,Recommendations,component has default export,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found export default in screens/main/RecommendationsScreen.tsx,2026-07-29T06:26:49.904Z
MOB-STATIC-00168,Functional,Recommendations,screen registered in a navigator,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found import/reference of RecommendationsScreen in navigation/*Navigator.tsx,2026-07-29T06:26:49.904Z
MOB-STATIC-00169,Code Quality,Recommendations,uses react fc typed component,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found `: React.FC` typed component declaration in screens/main/RecommendationsScreen.tsx,2026-07-29T06:26:49.904Z
MOB-STATIC-00170,Functional,Recommendations,list items have stable keys in map,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No .map( rendering on this screen,2026-07-29T06:26:49.904Z
MOB-STATIC-00171,UI/UX,Recommendations,scrollview has content container style,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No ScrollView on this screen,2026-07-29T06:26:49.904Z
MOB-STATIC-00172,UI/UX,Recommendations,uses vector icons library,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found @expo/vector-icons import in screens/main/RecommendationsScreen.tsx,2026-07-29T06:26:49.904Z
MOB-STATIC-00173,Code Quality,Recommendations,screen file line count reasonable,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,screens/main/RecommendationsScreen.tsx is 181 lines (within the 700-line maintainability guideline),2026-07-29T06:26:49.904Z
MOB-STATIC-00174,UI/UX,Recommendations,user facing error alert on catch,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Fail,catch block without a user-facing Alert.alert( in screens/main/RecommendationsScreen.tsx,2026-07-29T06:26:49.905Z
MOB-STATIC-00175,Compatibility,Phone Usage,safe area insets used,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found useSafeAreaInsets() in screens/main/PhoneUsageScreen.tsx,2026-07-29T06:26:49.909Z
MOB-STATIC-00176,UI/UX,Phone Usage,keyboard avoiding view present,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,KeyboardAvoidingView wraps the input field(s) in screens/main/PhoneUsageScreen.tsx,2026-07-29T06:26:49.909Z
MOB-STATIC-00177,Functional,Phone Usage,async calls have error handling,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,try/catch present around async calls in screens/main/PhoneUsageScreen.tsx,2026-07-29T06:26:49.909Z
MOB-STATIC-00178,Accessibility,Phone Usage,interactive elements have accessibility hooks,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,2 accessibilityLabel/testID attribute(s) found across 5 touchable element(s) in screens/main/PhoneUsageScreen.tsx,2026-07-29T06:26:49.909Z
MOB-STATIC-00179,Functional,Phone Usage,no leftover debug markers,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No console.log/TODO/FIXME markers found,2026-07-29T06:26:49.909Z
MOB-STATIC-00180,Code Quality,Phone Usage,uses stylesheet create,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found StyleSheet.create( in screens/main/PhoneUsageScreen.tsx,2026-07-29T06:26:49.909Z
MOB-STATIC-00181,UI/UX,Phone Usage,shows loading state during fetch,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found ActivityIndicator/SkeletonLoader in screens/main/PhoneUsageScreen.tsx,2026-07-29T06:26:49.909Z
MOB-STATIC-00182,UI/UX,Phone Usage,handles empty state when no data,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Fail,No empty-state handling pattern in screens/main/PhoneUsageScreen.tsx,2026-07-29T06:26:49.910Z
MOB-STATIC-00183,Functional,Phone Usage,flatlist or sectionlist has key extractor,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No FlatList/SectionList on this screen,2026-07-29T06:26:49.910Z
MOB-STATIC-00184,Code Quality,Phone Usage,typed props or navigation defined,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found typed Props/navigation generic in screens/main/PhoneUsageScreen.tsx,2026-07-29T06:26:49.910Z
MOB-STATIC-00185,Code Quality,Phone Usage,no untyped any usage,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No untyped `: any` usage,2026-07-29T06:26:49.910Z
MOB-STATIC-00186,Mobile-Specific,Phone Usage,screen has testid coverage,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Fail,No testID attribute(s) in screens/main/PhoneUsageScreen.tsx,2026-07-29T06:26:49.910Z
MOB-STATIC-00187,Functional,Phone Usage,imports service layer not raw fetch,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,"services/hooks/context import=True, raw fetch()=not used in screens/main/PhoneUsageScreen.tsx",2026-07-29T06:26:49.910Z
MOB-STATIC-00188,Mobile-Specific,Phone Usage,no hardcoded backend url in screen,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No literal http(s):// URL in screen source,2026-07-29T06:26:49.910Z
MOB-STATIC-00189,UI/UX,Phone Usage,uses theme hook for colors,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found useTheme() call in screens/main/PhoneUsageScreen.tsx,2026-07-29T06:26:49.910Z
MOB-STATIC-00190,UI/UX,Phone Usage,touchables have active opacity or pressable,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,activeOpacity=/Pressable present in screens/main/PhoneUsageScreen.tsx,2026-07-29T06:26:49.910Z
MOB-STATIC-00191,Accessibility,Phone Usage,accessibility role declared on touchables,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found accessibilityRole= among 5 touchable(s) in screens/main/PhoneUsageScreen.tsx,2026-07-29T06:26:49.910Z
MOB-STATIC-00192,Compatibility,Phone Usage,safe area inset applied to layout,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found insets.top/insets.bottom usage in a style/layout in screens/main/PhoneUsageScreen.tsx,2026-07-29T06:26:49.910Z
MOB-STATIC-00193,UI/UX,Phone Usage,email input has correct keyboard type,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No email-labeled input on this screen,2026-07-29T06:26:49.910Z
MOB-STATIC-00194,Security,Phone Usage,password inputs use secure text entry,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No password-labeled input on this screen,2026-07-29T06:26:49.911Z
MOB-STATIC-00195,Mobile-Specific,Phone Usage,animated values use native driver,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No Animated.timing/Animated.Value on this screen,2026-07-29T06:26:49.911Z
MOB-STATIC-00196,Code Quality,Phone Usage,component has default export,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found export default in screens/main/PhoneUsageScreen.tsx,2026-07-29T06:26:49.911Z
MOB-STATIC-00197,Functional,Phone Usage,screen registered in a navigator,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found import/reference of PhoneUsageScreen in navigation/*Navigator.tsx,2026-07-29T06:26:49.911Z
MOB-STATIC-00198,Code Quality,Phone Usage,uses react fc typed component,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found `: React.FC` typed component declaration in screens/main/PhoneUsageScreen.tsx,2026-07-29T06:26:49.911Z
MOB-STATIC-00199,Functional,Phone Usage,list items have stable keys in map,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,key={...} present alongside .map( in screens/main/PhoneUsageScreen.tsx,2026-07-29T06:26:49.911Z
MOB-STATIC-00200,UI/UX,Phone Usage,scrollview has content container style,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,contentContainerStyle present in screens/main/PhoneUsageScreen.tsx,2026-07-29T06:26:49.911Z
MOB-STATIC-00201,UI/UX,Phone Usage,uses vector icons library,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found @expo/vector-icons import in screens/main/PhoneUsageScreen.tsx,2026-07-29T06:26:49.911Z
MOB-STATIC-00202,Code Quality,Phone Usage,screen file line count reasonable,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,screens/main/PhoneUsageScreen.tsx is 440 lines (within the 700-line maintainability guideline),2026-07-29T06:26:49.911Z
MOB-STATIC-00203,UI/UX,Phone Usage,user facing error alert on catch,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Alert.alert( present alongside catch in screens/main/PhoneUsageScreen.tsx,2026-07-29T06:26:49.911Z
MOB-STATIC-00204,Compatibility,Analytics,safe area insets used,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found useSafeAreaInsets() in screens/analytics/AnalyticsScreen.tsx,2026-07-29T06:26:49.911Z
MOB-STATIC-00205,UI/UX,Analytics,keyboard avoiding view present,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No TextInput on this screen — nothing to avoid,2026-07-29T06:26:49.911Z
MOB-STATIC-00206,Functional,Analytics,async calls have error handling,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,try/catch present around async calls in screens/analytics/AnalyticsScreen.tsx,2026-07-29T06:26:49.911Z
MOB-STATIC-00207,Accessibility,Analytics,interactive elements have accessibility hooks,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,2 accessibilityLabel/testID attribute(s) found across 5 touchable element(s) in screens/analytics/AnalyticsScreen.tsx,2026-07-29T06:26:49.911Z
MOB-STATIC-00208,Functional,Analytics,no leftover debug markers,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No console.log/TODO/FIXME markers found,2026-07-29T06:26:49.911Z
MOB-STATIC-00209,Code Quality,Analytics,uses stylesheet create,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found StyleSheet.create( in screens/analytics/AnalyticsScreen.tsx,2026-07-29T06:26:49.911Z
MOB-STATIC-00210,UI/UX,Analytics,shows loading state during fetch,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found ActivityIndicator/SkeletonLoader in screens/analytics/AnalyticsScreen.tsx,2026-07-29T06:26:49.911Z
MOB-STATIC-00211,UI/UX,Analytics,handles empty state when no data,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Fail,No empty-state handling pattern in screens/analytics/AnalyticsScreen.tsx,2026-07-29T06:26:49.912Z
MOB-STATIC-00212,Functional,Analytics,flatlist or sectionlist has key extractor,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No FlatList/SectionList on this screen,2026-07-29T06:26:49.912Z
MOB-STATIC-00213,Code Quality,Analytics,typed props or navigation defined,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Fail,Missing typed Props/navigation generic in screens/analytics/AnalyticsScreen.tsx,2026-07-29T06:26:49.912Z
MOB-STATIC-00214,Code Quality,Analytics,no untyped any usage,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No untyped `: any` usage,2026-07-29T06:26:49.912Z
MOB-STATIC-00215,Mobile-Specific,Analytics,screen has testid coverage,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Fail,No testID attribute(s) in screens/analytics/AnalyticsScreen.tsx,2026-07-29T06:26:49.912Z
MOB-STATIC-00216,Functional,Analytics,imports service layer not raw fetch,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,"services/hooks/context import=True, raw fetch()=not used in screens/analytics/AnalyticsScreen.tsx",2026-07-29T06:26:49.912Z
MOB-STATIC-00217,Mobile-Specific,Analytics,no hardcoded backend url in screen,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No literal http(s):// URL in screen source,2026-07-29T06:26:49.912Z
MOB-STATIC-00218,UI/UX,Analytics,uses theme hook for colors,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found useTheme() call in screens/analytics/AnalyticsScreen.tsx,2026-07-29T06:26:49.912Z
MOB-STATIC-00219,UI/UX,Analytics,touchables have active opacity or pressable,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,activeOpacity=/Pressable present in screens/analytics/AnalyticsScreen.tsx,2026-07-29T06:26:49.912Z
MOB-STATIC-00220,Accessibility,Analytics,accessibility role declared on touchables,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found accessibilityRole= among 5 touchable(s) in screens/analytics/AnalyticsScreen.tsx,2026-07-29T06:26:49.912Z
MOB-STATIC-00221,Compatibility,Analytics,safe area inset applied to layout,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found insets.top/insets.bottom usage in a style/layout in screens/analytics/AnalyticsScreen.tsx,2026-07-29T06:26:49.912Z
MOB-STATIC-00222,UI/UX,Analytics,email input has correct keyboard type,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No email-labeled input on this screen,2026-07-29T06:26:49.912Z
MOB-STATIC-00223,Security,Analytics,password inputs use secure text entry,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No password-labeled input on this screen,2026-07-29T06:26:49.913Z
MOB-STATIC-00224,Mobile-Specific,Analytics,animated values use native driver,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No Animated.timing/Animated.Value on this screen,2026-07-29T06:26:49.913Z
MOB-STATIC-00225,Code Quality,Analytics,component has default export,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found export default in screens/analytics/AnalyticsScreen.tsx,2026-07-29T06:26:49.913Z
MOB-STATIC-00226,Functional,Analytics,screen registered in a navigator,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found import/reference of AnalyticsScreen in navigation/*Navigator.tsx,2026-07-29T06:26:49.913Z
MOB-STATIC-00227,Code Quality,Analytics,uses react fc typed component,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found `: React.FC` typed component declaration in screens/analytics/AnalyticsScreen.tsx,2026-07-29T06:26:49.913Z
MOB-STATIC-00228,Functional,Analytics,list items have stable keys in map,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,key={...} present alongside .map( in screens/analytics/AnalyticsScreen.tsx,2026-07-29T06:26:49.913Z
MOB-STATIC-00229,UI/UX,Analytics,scrollview has content container style,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,contentContainerStyle present in screens/analytics/AnalyticsScreen.tsx,2026-07-29T06:26:49.913Z
MOB-STATIC-00230,UI/UX,Analytics,uses vector icons library,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found @expo/vector-icons import in screens/analytics/AnalyticsScreen.tsx,2026-07-29T06:26:49.913Z
MOB-STATIC-00231,Code Quality,Analytics,screen file line count reasonable,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,screens/analytics/AnalyticsScreen.tsx is 304 lines (within the 700-line maintainability guideline),2026-07-29T06:26:49.913Z
MOB-STATIC-00232,UI/UX,Analytics,user facing error alert on catch,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Alert.alert( present alongside catch in screens/analytics/AnalyticsScreen.tsx,2026-07-29T06:26:49.913Z
MOB-STATIC-00233,Compatibility,Login,safe area insets used,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found useSafeAreaInsets() in screens/auth/LoginScreen.tsx,2026-07-29T06:26:49.915Z
MOB-STATIC-00234,UI/UX,Login,keyboard avoiding view present,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,KeyboardAvoidingView wraps the input field(s) in screens/auth/LoginScreen.tsx,2026-07-29T06:26:49.915Z
MOB-STATIC-00235,Functional,Login,async calls have error handling,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,try/catch present around async calls in screens/auth/LoginScreen.tsx,2026-07-29T06:26:49.915Z
MOB-STATIC-00236,Accessibility,Login,interactive elements have accessibility hooks,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,8 accessibilityLabel/testID attribute(s) found across 11 touchable element(s) in screens/auth/LoginScreen.tsx,2026-07-29T06:26:49.915Z
MOB-STATIC-00237,Functional,Login,no leftover debug markers,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,No console.log/TODO/FIXME markers found,2026-07-29T06:26:49.915Z
MOB-STATIC-00238,Code Quality,Login,uses stylesheet create,Static Analysis,"Mobile source (React Native/Expo) — static analysis, no device needed",Pass,Found StyleSheet.create( in screens/auth/LoginScreen.tsx,2026-07-29T06:26:49.915Z
